municipio,produto,ano,vl_invest,area_invest,qtd_operacoes
Afonso Cunha,ABERTURA DE GLEBAS RURAIS,2025,32200.0,6.5,5
Afonso Cunha,"ADUBAÇÃO ORGÂNICA/MINERAL, CALAGEM, SUBSTRATOS INERTES(PEDRA, AREIA, VERMICULITA, SILTE, ARGILA ETC)",2023,2000.0,0.0,1
Afonso Cunha,"ADUBAÇÃO ORGÂNICA/MINERAL, CALAGEM, SUBSTRATOS INERTES(PEDRA, AREIA, VERMICULITA, SILTE, ARGILA ETC)",2024,3080.0,0.0,3
Afonso Cunha,"ADUBAÇÃO ORGÂNICA/MINERAL, CALAGEM, SUBSTRATOS INERTES(PEDRA, AREIA, VERMICULITA, SILTE, ARGILA ETC)",2025,10000.0,0.0,5
Afonso Cunha,AGROINDÚSTRIA,2023,21000.0,0.0,3
Afonso Cunha,AGROINDÚSTRIA,2024,2250.0,0.0,1
Afonso Cunha,AGROINDÚSTRIA,2025,7700.0,0.0,2
Afonso Cunha,"AQUISIÇÃO DE AQUECEDORES, GERADORES, INCINERADORES, COMPRESSORES, VENTILADORES E APAR. DE AR CONDIC.",2024,4000.0,0.0,1
Afonso Cunha,"AQUISIÇÃO DE CAIXAS D'ÁGUA, LONAS, TOLDOS, CAMPÂNULAS",2023,13500.0,0.0,8
Afonso Cunha,"AQUISIÇÃO DE CAIXAS D'ÁGUA, LONAS, TOLDOS, CAMPÂNULAS",2024,20220.0,0.0,12
Afonso Cunha,"AQUISIÇÃO DE CAIXAS D'ÁGUA, LONAS, TOLDOS, CAMPÂNULAS",2025,37160.0,0.0,11
Afonso Cunha,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E TELECOMUNICAÇÕES, INCLUINDO AQUISIÇÃO DE SOFTWARE",2024,1200.0,0.0,1
Afonso Cunha,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E TELECOMUNICAÇÕES, INCLUINDO AQUISIÇÃO DE SOFTWARE",2025,2000.0,0.0,3
Afonso Cunha,AQUISIÇÃO DE FERRAMENTA PORTÁTIL MANUAL PARA TRATOS CULTURAIS,2025,12000.0,0.0,2
Afonso Cunha,AQUISIÇÃO DE FERRAMENTAS E TUBOS,2025,56920.0,0.0,12
Afonso Cunha,AQUISIÇÃO DE MAQUINA(S)/EQUIPAMENTO(S) PARA EXTRAÇÃO/FABRICAÇÃO (INCLUINDO GUINCHOS E GUINDASTES),2024,7000.0,0.0,1
Afonso Cunha,AQUISIÇÃO DE MOTORES E ELEVADORES,2025,16600.0,0.0,4
Afonso Cunha,AQUISIÇÃO DE UTENSÍLIOS DOMÉSTICOS PARA USO EM MEIO RURAL,2025,54480.0,0.0,5
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2018,50000.0,0.0,4
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2019,38250.0,0.0,4
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2020,4195738.470000001,0.0,5
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2021,181300.0,0.0,11
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2022,54000.0,0.0,7
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2023,57000.0,0.0,5
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2024,9000.0,0.0,2
Afonso Cunha,"ARMAZÉM, DEPÓSITO, SILO, GALPÃO, PAIOL, ESTUFA E INSTALAÇÕES CONGÊNERES",2025,8273155.0,0.1,4
Afonso Cunha,AVICULTURA,2018,5000.0,0.0,1
Afonso Cunha,AVICULTURA,2022,23000.0,0.0,3
Afonso Cunha,AVIÕES,2020,1831500.0,0.0,1
Afonso Cunha,BANANA,2025,9700.0,2.0,1
Afonso Cunha,BOVINOS,2013,2500.0,0.0,1
Afonso Cunha,BOVINOS,2014,14544.0,0.0,1
Afonso Cunha,BOVINOS,2021,30000.0,120.03,1
Afonso Cunha,BOVINOS,2022,12000.0,0.0,1
Afonso Cunha,CAMINHÕES,2015,142940.0,0.0,1
Afonso Cunha,CAPRINOS,2018,5000.0,0.0,1
Afonso Cunha,CAPRINOS,2019,20000.0,0.0,2
Afonso Cunha,"CARRETAS, CARROÇAS E VAGÕES DE CARGA, FORRAGEIROS E DEMAIS",2024,350.0,0.0,1
Afonso Cunha,"CARRETAS, CARROÇAS E VAGÕES DE CARGA, FORRAGEIROS E DEMAIS",2025,900.0,0.0,2
Afonso Cunha,"COLHEITADEIRAS, COLHEDEIRAS E ARRANCADEIRAS",2022,9315000.0,0.0,1
Afonso Cunha,"COLHEITADEIRAS, COLHEDEIRAS E ARRANCADEIRAS",2025,3180.0,0.0,1
Afonso Cunha,"CONSTRUÇÃO/RECUPERAÇÃO BARRAGEM/TANQUE, SISTEMAS CAPTAÇÃO DE ÁGUA",2024,24800.0,0.0,7
Afonso Cunha,"CONSTRUÇÃO/RECUPERAÇÃO BARRAGEM/TANQUE, SISTEMAS CAPTAÇÃO DE ÁGUA",2025,101900.0,0.0,9
Afonso Cunha,CORREÇÃO INTENSIVA DO SOLO,2016,2785235.77,1918.87,1
Afonso Cunha,CORREÇÃO INTENSIVA DO SOLO,2017,1523360.1,1892.37,1
Afonso Cunha,CORREÇÃO INTENSIVA DO SOLO,2019,1986965.1,680.47,1
Afonso Cunha,CORREÇÃO INTENSIVA DO SOLO,2020,5475724.67,2967.48,2
Afonso Cunha,CORREÇÃO INTENSIVA DO SOLO,2024,450000.0,77.29,1
Afonso Cunha,DEPÓSITO E INSTALAÇÕES CONGÊNERES,2018,10000.0,0.0,1
Afonso Cunha,DEPÓSITO E INSTALAÇÕES CONGÊNERES,2019,31750.0,0.0,3
Afonso Cunha,DEPÓSITO E INSTALAÇÕES CONGÊNERES,2020,30000.0,0.0,2
Afonso Cunha,DESPOLPADOR,2025,3500.0,0.0,1
Afonso Cunha,EMBARCAÇÃO PEQUENA (ATÉ 20 A/B),2024,8000.0,0.0,1
Afonso Cunha,EQUIPAMENTOS E UTENSILIOS PARA AGRICULTURA DE PRECISÃO,2022,22000.0,0.0,4
Afonso Cunha,EQUIPAMENTOS E UTENSILIOS PARA AGRICULTURA DE PRECISÃO,2023,4000.0,0.0,1
Afonso Cunha,EQUIPAMENTOS E UTENSILIOS PARA AGRICULTURA DE PRECISÃO,2024,2000.0,0.0,1
Afonso Cunha,ESCOLAS RURAIS,2021,1900.0,0.0,1
Afonso Cunha,"ESTUFAS/VIVEIROS (ILUMIN. ARTIFICIAL, MUDAS, SEMENTES, SACOS, TALAGARÇAS, BANDEJAS, VASOS)",2025,3623.0,0.0,3
Afonso Cunha,GRANJAS AVÍCOLAS,2017,1400.0,0.0,1
Afonso Cunha,GRANJAS AVÍCOLAS,2018,15000.0,0.0,2
Afonso Cunha,GRANJAS DE SUÍNOS,2023,30300.0,0.0,4
Afonso Cunha,"IMPLANTAÇÃO DE TECNOLOGIAS DE ENERGIA RENOVÁVEL, AMBIENTAL E PEQUENAS APLICAÇÕES HIDROENERGÉTICAS",2023,1289168.48,0.0,1
Afonso Cunha,"IMPLANTAÇÃO DE TECNOLOGIAS DE ENERGIA RENOVÁVEL, AMBIENTAL E PEQUENAS APLICAÇÕES HIDROENERGÉTICAS",2024,600.0,0.0,1
Afonso Cunha,"IMPLANTAÇÃO DE TECNOLOGIAS DE ENERGIA RENOVÁVEL, AMBIENTAL E PEQUENAS APLICAÇÕES HIDROENERGÉTICAS",2025,2800.0,0.0,2
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2020,23700.0,0.0,3
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2021,498700.0,0.0,11
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2022,165000.0,0.0,10
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2023,251100.0,0.0,12
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2024,56965.0,0.0,8
Afonso Cunha,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2025,63400.0,0.0,5
Afonso Cunha,INSTALAÇÕES PARA INDUSTRIALIZAÇÃO E BENEFICIAMENTO,2021,10400.0,0.0,2
Afonso Cunha,IRRIGAÇÃO,2023,12500.0,0.0,1
Afonso Cunha,IRRIGAÇÃO,2024,21000.0,0.0,6
Afonso Cunha,IRRIGAÇÃO,2025,4390.0,0.0,5
Afonso Cunha,"IRRIGAÇÃO/LIXIVIAÇÃO (GOTEJADOR, ASPERSOR, NEBULIZADOR, EXAUSTOR, VENTILADOR, MANGUEIRAS, CANAIS ET)",2023,3500.0,0.0,1
Afonso Cunha,"IRRIGAÇÃO/LIXIVIAÇÃO (GOTEJADOR, ASPERSOR, NEBULIZADOR, EXAUSTOR, VENTILADOR, MANGUEIRAS, CANAIS ET)",2024,4000.0,0.0,2
Afonso Cunha,"IRRIGAÇÃO/LIXIVIAÇÃO (GOTEJADOR, ASPERSOR, NEBULIZADOR, EXAUSTOR, VENTILADOR, MANGUEIRAS, CANAIS ET)",2025,27501.0,0.0,6
Afonso Cunha,"MANDIOCA (AIPIM, MACAXEIRA)",2025,5000.0,2.0,2
Afonso Cunha,MATERIAIS INDUSTRIALIZADOS,2024,59400.0,0.0,8
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2013,600000.0,0.0,1
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2014,549000.0,0.0,1
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2015,293400.0,0.0,1
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2021,3933000.0,0.0,1
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2023,4500.0,0.0,1
Afonso Cunha,MÁQUINAS E IMPLEMENTOS,2025,17017.0,0.0,4
Afonso Cunha,"MÁQUINAS, APARELHOS E INSTRUMENTOS",2025,1000.0,0.0,1
Afonso Cunha,"MÁQUINAS, APARELHOS E INSTRUMENTOS PARA PROCESSAMENTO E BENEFICIAMENTO  DE  PRODUTOS",2023,12000.0,0.0,3
Afonso Cunha,"MÁQUINAS, APARELHOS E INSTRUMENTOS PARA PROCESSAMENTO E BENEFICIAMENTO  DE  PRODUTOS",2024,1000.0,0.0,1
Afonso Cunha,"MÁQUINAS, APARELHOS E INSTRUMENTOS PARA PROCESSAMENTO E BENEFICIAMENTO  DE  PRODUTOS",2025,21700.0,0.0,8
Afonso Cunha,OUTRAS APLICAÇÕES,2015,16000.0,0.0,3
Afonso Cunha,OUTRAS APLICAÇÕES,2016,4000.0,0.0,1
Afonso Cunha,OUTRAS APLICAÇÕS DE INVESTIMENTO AGRÍCOLA,2015,2674193.15,0.0,1
Afonso Cunha,OUTRAS MÁQUINAS,2015,801390.4,0.0,1
Afonso Cunha,OUTROS MELHORAMENTOS,2016,4000.0,0.0,1
Afonso Cunha,OUTROS MELHORAMENTOS,2017,6600.0,0.0,1
Afonso Cunha,PASTAGEM,2021,119500.0,127.03,3
Afonso Cunha,PASTAGEM,2023,7000.0,5.0,2
Afonso Cunha,PASTAGEM,2024,2000.0,1.0,1
Afonso Cunha,PASTAGEM,2025,22000.0,3.0,2
Afonso Cunha,"PERFURAÇÃO POÇO, CACIMBA/CISTERNA",2024,10450.0,0.0,3
Afonso Cunha,"PERFURAÇÃO POÇO, CACIMBA/CISTERNA",2025,26350.0,0.0,3
Afonso Cunha,PESCADO,2024,6000.0,0.0,1
Afonso Cunha,PROTEÇÃO DO SOLO,2016,1389265.5,1918.88,1
Afonso Cunha,RESIDÊNCIAS RURAIS,2023,7000.0,0.0,2
Afonso Cunha,RESIDÊNCIAS RURAIS,2024,80000.0,0.0,9
Afonso Cunha,RESIDÊNCIAS RURAIS,2025,103500.0,0.0,8
Afonso Cunha,"SISTEMAS DE CAPTAÇÃO, RETENÇÃO E APROVEITAMENTO DE ÁGUA",2023,3300.0,0.0,3
Afonso Cunha,"SISTEMAS DE CAPTAÇÃO, RETENÇÃO E APROVEITAMENTO DE ÁGUA",2024,360.0,0.0,2
Afonso Cunha,SUÍNOS,2018,20000.0,0.0,3
Afonso Cunha,SUÍNOS,2019,120000.0,0.0,4
Afonso Cunha,SUÍNOS,2021,1700.0,0.0,1
Afonso Cunha,"TENDA, GALPÃO, TÚNEL PLÁSTICO (ABRANGE LONAS, FILMES, LONGARINAS, ESTACAS E MAT. SUSTENTAÇÃO)",2020,11300.0,7.0,2
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2017,5000.0,0.0,1
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2020,3604963.39,0.0,1
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2021,284990.0,0.0,2
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2022,12000.0,0.0,2
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2023,56000.0,0.0,7
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2024,112300.0,0.0,8
Afonso Cunha,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2025,655740.0,2.0,23
Afonso Cunha,TRATOR,2014,378000.0,0.0,1
Afonso Cunha,TRATOR,2015,723200.0,0.0,1
Afonso Cunha,TRATOR,2021,6244400.0,0.0,2
Afonso Cunha,TRATOR,2025,5300.0,0.0,1
Alcântara,ABERTURA DE GLEBAS RURAIS,2019,13300.0,5.0,3
Alcântara,ABERTURA DE GLEBAS RURAIS,2020,21000.0,6.0,3
Alcântara,ABERTURA DE GLEBAS RURAIS,2023,56000.0,12.0,6
Alcântara,ABERTURA DE GLEBAS RURAIS,2024,59500.0,14.2,5
Alcântara,ABERTURA DE GLEBAS RURAIS,2025,74250.0,10.75,6
Alcântara,"ADUBAÇÃO ORGÂNICA/MINERAL, CALAGEM, SUBSTRATOS INERTES(PEDRA, AREIA, VERMICULITA, SILTE, ARGILA ETC)",2025,255140.0,0.0,6
Alcântara,AGROARTESANATO,2019,64800.0,0.0,8
Alcântara,AGROARTESANATO,2020,13500.0,0.0,3
Alcântara,AGROARTESANATO,2021,70000.0,0.0,9
Alcântara,AGROARTESANATO,2022,29000.0,0.0,4
Alcântara,AGROARTESANATO,2023,6000.0,0.0,1
Alcântara,AGROARTESANATO,2024,45300.0,0.0,4
Alcântara,AGROINDÚSTRIA,2024,31400.0,0.0,6
Alcântara,ALFAFA,2021,17000.0,15.0,3
Alcântara,APICULTURA,2020,19992.0,0.0,1
Alcântara,"AQUISIÇÃO DE AQUECEDORES, GERADORES, INCINERADORES, COMPRESSORES, VENTILADORES E APAR. DE AR CONDIC.",2022,6000.0,0.0,1
Alcântara,"AQUISIÇÃO DE AQUECEDORES, GERADORES, INCINERADORES, COMPRESSORES, VENTILADORES E APAR. DE AR CONDIC.",2025,3000.0,0.0,1
Alcântara,"AQUISIÇÃO DE CAIXAS D'ÁGUA, LONAS, TOLDOS, CAMPÂNULAS",2024,3000.0,0.0,1
Alcântara,"AQUISIÇÃO DE CAIXAS D'ÁGUA, LONAS, TOLDOS, CAMPÂNULAS",2025,8500.0,0.0,5
Alcântara,"AQUISIÇÃO DE DESTILADORES, FILTROS, DEPURADORES E DOSADORES",2021,1000.0,0.0,1
Alcântara,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E TELECOMUNICAÇÕES, INCLUINDO AQUISIÇÃO DE SOFTWARE",2023,1400.0,0.0,1
Alcântara,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E TELECOMUNICAÇÕES, INCLUINDO AQUISIÇÃO DE SOFTWARE",2025,3225.0,0.0,3
Alcântara,AQUISIÇÃO DE FERRAMENTA PORTÁTIL MANUAL PARA TRATOS CULTURAIS,2019,500.0,0.0,1
Alcântara,AQUISIÇÃO DE FERRAMENTAS E TUBOS,2020,1000.0,0.0,2
Alcântara,AQUISIÇÃO DE FERRAMENTAS E TUBOS,2025,15900.0,0.0,4
Alcântara,AQUISIÇÃO DE SISTEMAS PARA RASTREABILIDADE DE BOVINOS E BUBALINOS,2019,36000.0,0.0,4
Alcântara,AQUISIÇÃO DE UTENSÍLIOS DOMÉSTICOS PARA USO EM MEIO RURAL,2025,7000.0,0.0,3
Alcântara,AVICULTURA,2013,19400.0,0.0,1
Alcântara,AVICULTURA,2014,2400.0,0.0,2
Alcântara,AVICULTURA,2015,15000.0,0.0,2
Alcântara,AVICULTURA,2024,13000.0,0.0,1
Alcântara,BOVINOS,2013,33000.0,0.0,5
Alcântara,BOVINOS,2014,10080.0,0.0,1
Alcântara,BOVINOS,2017,48000.0,0.0,1
Alcântara,BOVINOS,2018,20800.0,0.0,1
Alcântara,BOVINOS,2019,203999.97999999998,0.0,6
Alcântara,BOVINOS,2021,10000.0,3.76,1
Alcântara,BOVINOS,2022,10000.0,3.76,1
Alcântara,BOVINOS,2023,64300.0,22.22,2
Alcântara,BOVINOS,2024,12000.0,0.0,1
Alcântara,"CAIXAS DE ABELHAS, FAVOS, CENTRIFUGAS P/ EXTRAÇÃO DE MEL, FUMEGADORES",2021,11400.0,0.0,1
Alcântara,CAPITAL DE GIRO,2014,13845.0,0.0,5
Alcântara,CAPITAL DE GIRO,2017,276200.0,0.0,5
Alcântara,CAPRINOS,2021,1500.0,0.0,1
Alcântara,"CARRETAS, CARROÇAS E VAGÕES DE CARGA, FORRAGEIROS E DEMAIS",2025,750.0,0.0,1
Alcântara,"CERCAS, ARAMADOS, TELHAS, TELAS PARA SOMBREAMENTO E COBERTURAS DE SOLO",2019,6750.0,2.0,2
Alcântara,"CERCAS, ARAMADOS, TELHAS, TELAS PARA SOMBREAMENTO E COBERTURAS DE SOLO",2020,3500.0,5.0,1
Alcântara,"CERCAS, ARAMADOS, TELHAS, TELAS PARA SOMBREAMENTO E COBERTURAS DE SOLO",2022,12000.0,2.0,1
Alcântara,CLASSIFICADOR DE PESCADO,2019,4500.0,0.0,1
Alcântara,"COLHEITADEIRAS, COLHEDEIRAS E ARRANCADEIRAS",2013,1920.0,0.0,1
Alcântara,DEPÓSITO E INSTALAÇÕES CONGÊNERES,2013,1500.0,0.0,1
Alcântara,EMBARCAÇÃO PEQUENA (ATÉ 20 A/B),2025,24000.0,0.0,4
Alcântara,ESCOLAS RURAIS,2023,686.0,10.97,1
Alcântara,"ESTUFAS/VIVEIROS (ILUMIN. ARTIFICIAL, MUDAS, SEMENTES, SACOS, TALAGARÇAS, BANDEJAS, VASOS)",2024,1000.0,0.0,1
Alcântara,FLORESTAMENTO E REFLORESTAMENTO,2018,5000.0,1.0,1
Alcântara,GRANJAS AVÍCOLAS,2013,840.0,0.0,1
Alcântara,GRANJAS AVÍCOLAS,2014,1950.0,0.0,1
Alcântara,HORTALIÇA ORA-PRO-NÓBIS,2019,5000.0,3.0,1
Alcântara,"IMPLANTAÇÃO DE TECNOLOGIAS DE ENERGIA RENOVÁVEL, AMBIENTAL E PEQUENAS APLICAÇÕES HIDROENERGÉTICAS",2024,200.0,0.0,1
Alcântara,"IMPLANTAÇÃO DE TECNOLOGIAS DE ENERGIA RENOVÁVEL, AMBIENTAL E PEQUENAS APLICAÇÕES HIDROENERGÉTICAS",2025,8125.0,0.0,8
Alcântara,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2021,5000.0,0.0,1
Alcântara,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2022,14000.0,0.0,2
Alcântara,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2023,199600.0,0.0,8
Alcântara,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2024,78800.0,0.0,5
Alcântara,"INSTALAÇÕES PARA AVES, SUÍNOS E COELHOS",2025,49100.0,0.0,3
Alcântara,IRRIGAÇÃO,2020,1500.0,0.0,1
Alcântara,IRRIGAÇÃO,2025,2000.0,0.0,1
Alcântara,"IRRIGAÇÃO/LIXIVIAÇÃO (GOTEJADOR, ASPERSOR, NEBULIZADOR, EXAUSTOR, VENTILADOR, MANGUEIRAS, CANAIS ET)",2025,74750.0,0.0,3
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2017,176600.0,135.0,3
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2018,1829700.0,1015.03,12
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2019,59749.979999999996,17.8,6
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2020,125500.0,48.9,5
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2022,12500.0,3.5,3
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2023,31500.0,13.5,7
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2024,62700.0,16.2,5
Alcântara,"MANDIOCA (AIPIM, MACAXEIRA)",2025,24000.0,7.0,3
Alcântara,MOTOBOMBA,2024,600.0,0.0,1
Alcântara,MÁQUINAS E IMPLEMENTOS,2013,240.0,0.0,1
Alcântara,MÁQUINAS E IMPLEMENTOS,2019,3000.0,0.0,1
Alcântara,MÁQUINAS E IMPLEMENTOS,2025,15500.0,0.0,5
Alcântara,"MÁQUINAS, APARELHOS E INSTRUMENTOS PARA PROCESSAMENTO E BENEFICIAMENTO  DE  PRODUTOS",2025,14750.0,0.0,3
Alcântara,OUTRAS APLICAÇÕES,2014,106935.0,0.0,7
Alcântara,OUTRAS APLICAÇÕES,2015,29000.0,0.0,4
Alcântara,OUTRAS APLICAÇÕES,2016,665380.0,0.0,6
Alcântara,OUTRAS APLICAÇÕES,2017,120000.0,0.0,1
Alcântara,OUTRAS APLICAÇÕS DE INVESTIMENTO AGRÍCOLA,2014,10430.0,0.0,2
Alcântara,OUTRAS APLICAÇÕS DE INVESTIMENTO AGRÍCOLA,2016,9900.0,0.0,2
Alcântara,OUTROS ANIMAIS,2013,750.0,0.0,1
Alcântara,OUTROS MELHORAMENTOS,2014,57860.0,0.0,4
Alcântara,OUTROS MELHORAMENTOS,2015,212100.0,0.0,5
Alcântara,OUTROS MELHORAMENTOS,2017,148000.0,0.0,1
Alcântara,OVINOS,2018,6500.0,0.0,1
Alcântara,PASTAGEM,2017,1000.0,1.0,1
Alcântara,PASTAGEM,2018,5670.0,6.0,1
Alcântara,PASTAGEM,2020,13580.0,9.3,5
Alcântara,PASTAGEM,2021,50500.0,28.3,8
Alcântara,PASTAGEM,2022,45900.0,22.8,9
Alcântara,PASTAGEM,2023,112000.0,48.0,11
Alcântara,PASTAGEM,2024,29000.0,10.0,5
Alcântara,PASTAGEM,2025,24500.0,6.0,3
Alcântara,PESCADO,2019,15000.0,0.0,1
Alcântara,PESCADO,2020,15000.0,0.0,2
Alcântara,PESCADO,2021,22000.0,0.0,2
Alcântara,PESCADO,2023,16000.0,0.0,2
Alcântara,PESCADO,2024,28000.0,0.0,1
Alcântara,PESCADO,2025,61000.0,0.0,6
Alcântara,"PINHA (ATA, FRUTA-DO-CONDE, ANONA)",2018,2000.0,1.0,1
Alcântara,"PINHA (ATA, FRUTA-DO-CONDE, ANONA)",2023,2000.0,2.0,1
Alcântara,PRESTAÇÃO DE ASSESORIA TÉCNICA E EMPRESARIAL / CONSULTORIA E ELABORAÇÃO DE PROJETOS E TREINAMENTOS,2013,388.0,0.0,1
Alcântara,PRESTAÇÃO DE ASSESORIA TÉCNICA E EMPRESARIAL / CONSULTORIA E ELABORAÇÃO DE PROJETOS E TREINAMENTOS,2018,783.0,0.0,1
Alcântara,PRESTAÇÃO DE SERVIÇOS NO MEIO RURAL,2019,44180.0,0.0,7
Alcântara,PRESTAÇÃO DE SERVIÇOS NO MEIO RURAL,2020,13892.0,0.0,4
Alcântara,PROTEÇÃO DO SOLO,2013,7000.0,0.0,1
Alcântara,PROTEÇÃO DO SOLO,2014,73500.0,0.0,3
Alcântara,PROTEÇÃO DO SOLO,2020,34000.0,7.0,3
Alcântara,PROTEÇÃO DO SOLO,2021,86900.0,7.4,9
Alcântara,PROTEÇÃO DO SOLO,2022,58700.0,0.0,3
Alcântara,"REFORMAS  DE  MÁQUINAS, APARELHOS, EQUIPAMENTOS  E VEÍCULOS, COMPRA DE PECAS E ACESSRIOS",2013,2750.0,0.0,1
Alcântara,RESIDÊNCIAS RURAIS,2019,6000.0,0.0,1
Alcântara,RESIDÊNCIAS RURAIS,2020,7000.0,0.0,1
Alcântara,RESIDÊNCIAS RURAIS,2025,25250.0,0.0,4
Alcântara,SUÍNOS,2014,1500.0,0.0,1
Alcântara,SUÍNOS,2015,17500.0,0.0,2
Alcântara,SUÍNOS,2022,4000.0,0.0,1
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2017,27000.0,0.0,1
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2018,25780.0,0.0,2
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2019,21500.0,0.0,3
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2020,107591.6,0.0,12
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2021,168300.0,0.0,16
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2022,116900.0,0.0,14
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2023,319300.0,2.04,19
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2024,178700.0,0.0,10
Alcântara,"TERRAÇOS, PORTEIRAS, MATA-BURROS, CURRAIS, COCHOS, CERCAS",2025,317260.0,0.0,15
Alcântara,TURISMO E LAZER RURAL,2019,3720.0,0.0,1
Alcântara,TURISMO E LAZER RURAL,2020,25000.0,0.0,3
Alcântara,TURISMO E LAZER RURAL,2021,392.0,0.0,1
Alcântara,TURISMO E LAZER RURAL,2023,14500.0,0.0,2
Alcântara,UNIDADE DE BENEFICIAMENTO OU PROCESSAMENTO,2025,8000.0,0.0,1
Aldeias Altas,ABERTURA DE GLEBAS RURAIS,2022,3160080.0,936.5,1
Aldeias Altas,ABERTURA DE GLEBAS RURAIS,2023,4475440.5,708.7,1
Aldeias Altas,ABERTURA DE GLEBAS RURAIS,2024,7111354.0,1079.83,4
Aldeias Altas,ABERTURA DE GLEBAS RURAIS,2025,11500.0,2.0,2
Aldeias Altas,ADUBAÇÃO INTENSIVA DO SOLO,2017,1000.0,1.0,1
Aldeias Altas,ADUBAÇÃO INTENSIVA DO SOLO,2024,1782437.5,902.51,1
Aldeias Altas,"ADUBAÇÃO ORGÂNICA/MINERAL, CALAGEM, SUBSTRATOS INERTES(PEDRA, AREIA, VERMICULITA, SILTE, ARGILA ETC)",2023,10170.0,0.0,4
