municipio_id,municipio,ano,quantidade_mil_litros,valor_mil_reais
2100105,Afonso Cunha - MA,1995,54.0,32.0
2100105,Afonso Cunha - MA,1996,51.0,31.0
2100105,Afonso Cunha - MA,1997,55.0,32.0
2100105,Afonso Cunha - MA,1998,48.0,29.0
2100105,Afonso Cunha - MA,1999,46.0,37.0
2100105,Afonso Cunha - MA,2000,46.0,39.0
2100105,Afonso Cunha - MA,2001,44.0,40.0
2100105,Afonso Cunha - MA,2002,45.0,45.0
2100105,Afonso Cunha - MA,2003,43.0,43.0
2100105,Afonso Cunha - MA,2004,42.0,42.0
2100105,Afonso Cunha - MA,2005,45.0,45.0
2100105,Afonso Cunha - MA,2006,48.0,39.0
2100105,Afonso Cunha - MA,2007,29.0,31.0
2100105,Afonso Cunha - MA,2008,30.0,39.0
2100105,Afonso Cunha - MA,2009,29.0,43.0
2100105,Afonso Cunha - MA,2010,30.0,42.0
2100105,Afonso Cunha - MA,2011,35.0,42.0
2100105,Afonso Cunha - MA,2012,33.0,42.0
2100105,Afonso Cunha - MA,2013,28.0,39.0
2100105,Afonso Cunha - MA,2014,25.0,38.0
2100105,Afonso Cunha - MA,2015,23.0,36.0
2100105,Afonso Cunha - MA,2016,18.0,33.0
2100105,Afonso Cunha - MA,2017,20.0,40.0
2100105,Afonso Cunha - MA,2018,18.0,29.0
2100105,Afonso Cunha - MA,2019,16.0,27.0
2100105,Afonso Cunha - MA,2020,18.0,32.0
2100105,Afonso Cunha - MA,2021,19.0,41.0
2100105,Afonso Cunha - MA,2022,21.0,78.0
2100105,Afonso Cunha - MA,2023,22.0,86.0
2100105,Afonso Cunha - MA,2024,23.0,92.0
2100204,Alcântara - MA,1995,138.0,68.0
2100204,Alcântara - MA,1996,4.0,2.0
2100204,Alcântara - MA,1997,3.0,2.0
2100204,Alcântara - MA,1998,4.0,2.0
2100204,Alcântara - MA,1999,4.0,2.0
2100204,Alcântara - MA,2000,4.0,4.0
2100204,Alcântara - MA,2001,4.0,4.0
2100204,Alcântara - MA,2002,6.0,9.0
2100204,Alcântara - MA,2003,6.0,6.0
2100204,Alcântara - MA,2004,6.0,6.0
2100204,Alcântara - MA,2005,5.0,5.0
2100204,Alcântara - MA,2006,6.0,6.0
2100204,Alcântara - MA,2007,7.0,7.0
2100204,Alcântara - MA,2008,7.0,7.0
2100204,Alcântara - MA,2009,6.0,6.0
2100204,Alcântara - MA,2010,4.0,4.0
2100204,Alcântara - MA,2017,6.0,6.0
2100204,Alcântara - MA,2018,6.0,7.0
2100204,Alcântara - MA,2019,6.0,8.0
2100204,Alcântara - MA,2020,6.0,8.0
2100204,Alcântara - MA,2021,6.0,9.0
2100204,Alcântara - MA,2022,6.0,10.0
2100204,Alcântara - MA,2023,6.0,11.0
2100303,Aldeias Altas - MA,1995,86.0,43.0
2100303,Aldeias Altas - MA,1996,76.0,42.0
2100303,Aldeias Altas - MA,1997,76.0,44.0
2100303,Aldeias Altas - MA,1998,88.0,53.0
2100303,Aldeias Altas - MA,1999,86.0,50.0
2100303,Aldeias Altas - MA,2000,87.0,61.0
2100303,Aldeias Altas - MA,2001,88.0,61.0
2100303,Aldeias Altas - MA,2002,89.0,81.0
2100303,Aldeias Altas - MA,2003,91.0,91.0
2100303,Aldeias Altas - MA,2004,94.0,94.0
2100303,Aldeias Altas - MA,2005,97.0,97.0
2100303,Aldeias Altas - MA,2006,87.0,96.0
2100303,Aldeias Altas - MA,2007,63.0,75.0
2100303,Aldeias Altas - MA,2008,71.0,99.0
2100303,Aldeias Altas - MA,2009,67.0,81.0
2100303,Aldeias Altas - MA,2010,62.0,81.0
2100303,Aldeias Altas - MA,2011,59.0,59.0
2100303,Aldeias Altas - MA,2012,53.0,64.0
2100303,Aldeias Altas - MA,2013,50.0,66.0
2100303,Aldeias Altas - MA,2014,46.0,65.0
2100303,Aldeias Altas - MA,2015,42.0,63.0
2100303,Aldeias Altas - MA,2016,40.0,72.0
2100303,Aldeias Altas - MA,2017,35.0,69.0
2100303,Aldeias Altas - MA,2018,34.0,58.0
2100303,Aldeias Altas - MA,2019,36.0,62.0
2100303,Aldeias Altas - MA,2020,43.0,77.0
2100303,Aldeias Altas - MA,2021,47.0,89.0
2100303,Aldeias Altas - MA,2022,51.0,205.0
2100303,Aldeias Altas - MA,2023,54.0,228.0
2100303,Aldeias Altas - MA,2024,57.0,252.0
2100402,Altamira do Maranhão - MA,1995,546.0,147.0
2100402,Altamira do Maranhão - MA,1996,620.0,186.0
2100402,Altamira do Maranhão - MA,1997,219.0,66.0
2100402,Altamira do Maranhão - MA,1998,219.0,66.0
2100402,Altamira do Maranhão - MA,1999,230.0,92.0
2100402,Altamira do Maranhão - MA,2000,266.0,107.0
2100402,Altamira do Maranhão - MA,2001,264.0,106.0
2100402,Altamira do Maranhão - MA,2002,274.0,123.0
2100402,Altamira do Maranhão - MA,2003,263.0,105.0
2100402,Altamira do Maranhão - MA,2004,317.0,158.0
2100402,Altamira do Maranhão - MA,2005,324.0,211.0
2100402,Altamira do Maranhão - MA,2006,331.0,215.0
2100402,Altamira do Maranhão - MA,2007,350.0,315.0
2100402,Altamira do Maranhão - MA,2008,350.0,280.0
2100402,Altamira do Maranhão - MA,2009,357.0,357.0
2100402,Altamira do Maranhão - MA,2010,368.0,368.0
2100402,Altamira do Maranhão - MA,2011,391.0,391.0
2100402,Altamira do Maranhão - MA,2012,436.0,523.0
2100402,Altamira do Maranhão - MA,2013,442.0,442.0
2100402,Altamira do Maranhão - MA,2014,447.0,536.0
2100402,Altamira do Maranhão - MA,2015,466.0,652.0
2100402,Altamira do Maranhão - MA,2016,414.0,745.0
2100402,Altamira do Maranhão - MA,2017,431.0,690.0
2100402,Altamira do Maranhão - MA,2018,474.0,854.0
2100402,Altamira do Maranhão - MA,2019,507.0,888.0
2100402,Altamira do Maranhão - MA,2020,508.0,914.0
2100402,Altamira do Maranhão - MA,2021,510.0,969.0
2100402,Altamira do Maranhão - MA,2022,530.0,1060.0
2100402,Altamira do Maranhão - MA,2023,599.0,1108.0
2100402,Altamira do Maranhão - MA,2024,379.0,947.0
2100436,Alto Alegre do Maranhão - MA,1997,227.0,68.0
2100436,Alto Alegre do Maranhão - MA,1998,227.0,68.0
2100436,Alto Alegre do Maranhão - MA,1999,236.0,94.0
2100436,Alto Alegre do Maranhão - MA,2000,244.0,98.0
2100436,Alto Alegre do Maranhão - MA,2001,244.0,98.0
2100436,Alto Alegre do Maranhão - MA,2002,254.0,124.0
2100436,Alto Alegre do Maranhão - MA,2003,244.0,98.0
2100436,Alto Alegre do Maranhão - MA,2004,245.0,123.0
2100436,Alto Alegre do Maranhão - MA,2005,253.0,152.0
2100436,Alto Alegre do Maranhão - MA,2006,251.0,151.0
2100436,Alto Alegre do Maranhão - MA,2007,243.0,158.0
2100436,Alto Alegre do Maranhão - MA,2008,255.0,204.0
2100436,Alto Alegre do Maranhão - MA,2009,255.0,204.0
2100436,Alto Alegre do Maranhão - MA,2010,278.0,222.0
2100436,Alto Alegre do Maranhão - MA,2011,283.0,283.0
2100436,Alto Alegre do Maranhão - MA,2012,291.0,320.0
2100436,Alto Alegre do Maranhão - MA,2013,309.0,309.0
2100436,Alto Alegre do Maranhão - MA,2014,315.0,410.0
2100436,Alto Alegre do Maranhão - MA,2015,302.0,438.0
2100436,Alto Alegre do Maranhão - MA,2016,315.0,315.0
2100436,Alto Alegre do Maranhão - MA,2017,265.0,418.0
2100436,Alto Alegre do Maranhão - MA,2018,278.0,417.0
2100436,Alto Alegre do Maranhão - MA,2019,292.0,453.0
2100436,Alto Alegre do Maranhão - MA,2020,293.0,468.0
2100436,Alto Alegre do Maranhão - MA,2021,297.0,535.0
2100436,Alto Alegre do Maranhão - MA,2022,280.0,532.0
2100436,Alto Alegre do Maranhão - MA,2023,271.0,510.0
2100436,Alto Alegre do Maranhão - MA,2024,258.0,773.0
2100477,Alto Alegre do Pindaré - MA,1997,241.0,84.0
2100477,Alto Alegre do Pindaré - MA,1998,261.0,78.0
2100477,Alto Alegre do Pindaré - MA,1999,269.0,124.0
2100477,Alto Alegre do Pindaré - MA,2000,390.0,156.0
2100477,Alto Alegre do Pindaré - MA,2001,440.0,176.0
2100477,Alto Alegre do Pindaré - MA,2002,483.0,271.0
2100477,Alto Alegre do Pindaré - MA,2003,543.0,326.0
2100477,Alto Alegre do Pindaré - MA,2004,702.0,457.0
2100477,Alto Alegre do Pindaré - MA,2005,861.0,602.0
2100477,Alto Alegre do Pindaré - MA,2006,877.0,614.0
2100477,Alto Alegre do Pindaré - MA,2007,1003.0,802.0
2100477,Alto Alegre do Pindaré - MA,2008,1118.0,1006.0
2100477,Alto Alegre do Pindaré - MA,2009,661.0,608.0
2100477,Alto Alegre do Pindaré - MA,2010,912.0,912.0
2100477,Alto Alegre do Pindaré - MA,2011,1153.0,1038.0
2100477,Alto Alegre do Pindaré - MA,2012,1038.0,1297.0
2100477,Alto Alegre do Pindaré - MA,2013,1197.0,1711.0
2100477,Alto Alegre do Pindaré - MA,2014,1228.0,1965.0
2100477,Alto Alegre do Pindaré - MA,2015,1103.0,1434.0
2100477,Alto Alegre do Pindaré - MA,2016,1156.0,1884.0
2100477,Alto Alegre do Pindaré - MA,2017,1192.0,1908.0
2100477,Alto Alegre do Pindaré - MA,2018,1176.0,1975.0
2100477,Alto Alegre do Pindaré - MA,2019,1116.0,1798.0
2100477,Alto Alegre do Pindaré - MA,2020,1212.0,2060.0
2100477,Alto Alegre do Pindaré - MA,2021,1315.0,2498.0
2100477,Alto Alegre do Pindaré - MA,2022,1527.0,3054.0
2100477,Alto Alegre do Pindaré - MA,2023,1690.0,3126.0
2100477,Alto Alegre do Pindaré - MA,2024,1791.0,3816.0
2100501,Alto Parnaíba - MA,1995,920.0,414.0
2100501,Alto Parnaíba - MA,1996,528.0,248.0
2100501,Alto Parnaíba - MA,1997,528.0,238.0
2100501,Alto Parnaíba - MA,1998,539.0,259.0
2100501,Alto Parnaíba - MA,1999,544.0,272.0
2100501,Alto Parnaíba - MA,2000,547.0,274.0
2100501,Alto Parnaíba - MA,2001,542.0,244.0
2100501,Alto Parnaíba - MA,2002,449.0,247.0
2100501,Alto Parnaíba - MA,2003,443.0,266.0
2100501,Alto Parnaíba - MA,2004,442.0,243.0
2100501,Alto Parnaíba - MA,2005,393.0,314.0
2100501,Alto Parnaíba - MA,2006,400.0,320.0
2100501,Alto Parnaíba - MA,2007,387.0,387.0
2100501,Alto Parnaíba - MA,2008,375.0,450.0
2100501,Alto Parnaíba - MA,2009,372.0,372.0
2100501,Alto Parnaíba - MA,2010,373.0,373.0
2100501,Alto Parnaíba - MA,2011,369.0,369.0
2100501,Alto Parnaíba - MA,2012,367.0,367.0
2100501,Alto Parnaíba - MA,2013,368.0,387.0
2100501,Alto Parnaíba - MA,2014,379.0,493.0
2100501,Alto Parnaíba - MA,2015,343.0,480.0
2100501,Alto Parnaíba - MA,2016,378.0,491.0
2100501,Alto Parnaíba - MA,2017,408.0,489.0
2100501,Alto Parnaíba - MA,2018,658.0,1316.0
2100501,Alto Parnaíba - MA,2019,625.0,1157.0
2100501,Alto Parnaíba - MA,2020,627.0,1128.0
2100501,Alto Parnaíba - MA,2021,693.0,1281.0
2100501,Alto Parnaíba - MA,2022,720.0,1368.0
2100501,Alto Parnaíba - MA,2023,661.0,1652.0
2100501,Alto Parnaíba - MA,2024,710.0,1918.0
2100550,Amapá do Maranhão - MA,1997,98.0,34.0
2100550,Amapá do Maranhão - MA,1998,101.0,30.0
2100550,Amapá do Maranhão - MA,1999,105.0,37.0
2100550,Amapá do Maranhão - MA,2000,114.0,42.0
2100550,Amapá do Maranhão - MA,2001,171.0,77.0
2100550,Amapá do Maranhão - MA,2002,173.0,117.0
2100550,Amapá do Maranhão - MA,2003,163.0,82.0
2100550,Amapá do Maranhão - MA,2004,166.0,133.0
2100550,Amapá do Maranhão - MA,2005,176.0,141.0
2100550,Amapá do Maranhão - MA,2006,264.0,264.0
2100550,Amapá do Maranhão - MA,2007,330.0,330.0
2100550,Amapá do Maranhão - MA,2008,319.0,351.0
2100550,Amapá do Maranhão - MA,2009,311.0,311.0
2100550,Amapá do Maranhão - MA,2010,451.0,542.0
2100550,Amapá do Maranhão - MA,2011,454.0,568.0
2100550,Amapá do Maranhão - MA,2012,357.0,446.0
2100550,Amapá do Maranhão - MA,2013,391.0,470.0
2100550,Amapá do Maranhão - MA,2014,356.0,391.0
2100550,Amapá do Maranhão - MA,2015,379.0,474.0
2100550,Amapá do Maranhão - MA,2016,389.0,584.0
2100550,Amapá do Maranhão - MA,2017,396.0,594.0
2100550,Amapá do Maranhão - MA,2018,396.0,495.0
2100550,Amapá do Maranhão - MA,2019,361.0,469.0
2100550,Amapá do Maranhão - MA,2020,341.0,494.0
2100550,Amapá do Maranhão - MA,2021,379.0,682.0
2100550,Amapá do Maranhão - MA,2022,447.0,1117.0
2100550,Amapá do Maranhão - MA,2023,501.0,1153.0
2100550,Amapá do Maranhão - MA,2024,426.0,1150.0
2100600,Amarante do Maranhão - MA,1995,1438.0,503.0
2100600,Amarante do Maranhão - MA,1996,2140.0,856.0
2100600,Amarante do Maranhão - MA,1997,2303.0,921.0
2100600,Amarante do Maranhão - MA,1998,2418.0,967.0
2100600,Amarante do Maranhão - MA,1999,2428.0,1092.0
2100600,Amarante do Maranhão - MA,2000,2569.0,1208.0
2100600,Amarante do Maranhão - MA,2001,3275.0,819.0
2100600,Amarante do Maranhão - MA,2002,3682.0,1031.0
2100600,Amarante do Maranhão - MA,2003,5726.0,2004.0
2100600,Amarante do Maranhão - MA,2004,9166.0,3667.0
2100600,Amarante do Maranhão - MA,2005,11698.0,3743.0
2100600,Amarante do Maranhão - MA,2006,13721.0,5214.0
2100600,Amarante do Maranhão - MA,2007,14366.0,6465.0
2100600,Amarante do Maranhão - MA,2008,16471.0,7412.0
2100600,Amarante do Maranhão - MA,2009,17294.0,6917.0
2100600,Amarante do Maranhão - MA,2010,17621.0,7929.0
2100600,Amarante do Maranhão - MA,2011,17615.0,8808.0
2100600,Amarante do Maranhão - MA,2012,16931.0,20317.0
2100600,Amarante do Maranhão - MA,2013,16745.0,16745.0
2100600,Amarante do Maranhão - MA,2014,15388.0,11541.0
2100600,Amarante do Maranhão - MA,2015,15542.0,13210.0
2100600,Amarante do Maranhão - MA,2016,14441.0,14441.0
2100600,Amarante do Maranhão - MA,2017,14691.0,17629.0
2100600,Amarante do Maranhão - MA,2018,15264.0,20606.0
2100600,Amarante do Maranhão - MA,2019,15198.0,19757.0
2100600,Amarante do Maranhão - MA,2020,14895.0,20108.0
2100600,Amarante do Maranhão - MA,2021,15163.0,22744.0
2100600,Amarante do Maranhão - MA,2022,15803.0,25917.0
2100600,Amarante do Maranhão - MA,2023,18945.0,33343.0
2100600,Amarante do Maranhão - MA,2024,18212.0,35513.0
2100709,Anajatuba - MA,1995,247.0,99.0
2100709,Anajatuba - MA,1996,236.0,95.0
2100709,Anajatuba - MA,1997,235.0,117.0
2100709,Anajatuba - MA,1998,242.0,121.0
2100709,Anajatuba - MA,1999,289.0,145.0
2100709,Anajatuba - MA,2000,295.0,148.0
2100709,Anajatuba - MA,2001,298.0,209.0
2100709,Anajatuba - MA,2002,321.0,288.0
2100709,Anajatuba - MA,2003,325.0,293.0
2100709,Anajatuba - MA,2004,351.0,422.0
2100709,Anajatuba - MA,2005,358.0,430.0
2100709,Anajatuba - MA,2006,380.0,570.0
2100709,Anajatuba - MA,2007,395.0,711.0
2100709,Anajatuba - MA,2008,415.0,830.0
2100709,Anajatuba - MA,2009,423.0,677.0
2100709,Anajatuba - MA,2010,429.0,687.0
2100709,Anajatuba - MA,2011,434.0,694.0
2100709,Anajatuba - MA,2012,438.0,788.0
2100709,Anajatuba - MA,2013,444.0,776.0
2100709,Anajatuba - MA,2014,450.0,856.0
2100709,Anajatuba - MA,2015,462.0,786.0
2100709,Anajatuba - MA,2016,469.0,821.0
2100709,Anajatuba - MA,2017,404.0,787.0
2100709,Anajatuba - MA,2018,404.0,726.0
2100709,Anajatuba - MA,2019,403.0,705.0
2100709,Anajatuba - MA,2020,424.0,763.0
2100709,Anajatuba - MA,2021,424.0,785.0
2100709,Anajatuba - MA,2022,425.0,807.0
2100709,Anajatuba - MA,2023,425.0,828.0
2100709,Anajatuba - MA,2024,425.0,850.0
2100808,Anapurus - MA,1995,25.0,13.0
2100808,Anapurus - MA,1996,131.0,78.0
2100808,Anapurus - MA,1997,116.0,81.0
2100808,Anapurus - MA,1998,123.0,74.0
2100808,Anapurus - MA,1999,127.0,108.0
2100808,Anapurus - MA,2000,120.0,114.0
2100808,Anapurus - MA,2001,135.0,135.0
2100808,Anapurus - MA,2002,127.0,190.0
2100808,Anapurus - MA,2003,130.0,117.0
2100808,Anapurus - MA,2004,141.0,254.0
2100808,Anapurus - MA,2005,144.0,273.0
2100808,Anapurus - MA,2006,134.0,235.0
2100808,Anapurus - MA,2007,136.0,203.0
2100808,Anapurus - MA,2008,69.0,103.0
2100808,Anapurus - MA,2009,70.0,105.0
2100808,Anapurus - MA,2010,73.0,131.0
2100808,Anapurus - MA,2011,75.0,134.0
2100808,Anapurus - MA,2012,77.0,154.0
2100808,Anapurus - MA,2013,101.0,167.0
2100808,Anapurus - MA,2014,98.0,176.0
2100808,Anapurus - MA,2015,93.0,140.0
2100808,Anapurus - MA,2016,95.0,165.0
2100808,Anapurus - MA,2017,82.0,164.0
2100808,Anapurus - MA,2018,62.0,129.0
2100808,Anapurus - MA,2019,61.0,109.0
2100808,Anapurus - MA,2020,62.0,129.0
2100808,Anapurus - MA,2021,59.0,126.0
2100808,Anapurus - MA,2022,51.0,128.0
2100808,Anapurus - MA,2023,47.0,120.0
2100808,Anapurus - MA,2024,42.0,160.0
2100832,Apicum-Açu - MA,1997,2.0,2.0
2100832,Apicum-Açu - MA,1998,3.0,2.0
2100832,Apicum-Açu - MA,1999,4.0,3.0
2100832,Apicum-Açu - MA,2000,4.0,4.0
2100832,Apicum-Açu - MA,2001,5.0,5.0
2100832,Apicum-Açu - MA,2002,5.0,5.0
2100832,Apicum-Açu - MA,2003,5.0,5.0
2100832,Apicum-Açu - MA,2004,5.0,5.0
2100832,Apicum-Açu - MA,2005,5.0,11.0
2100832,Apicum-Açu - MA,2006,5.0,7.0
2100832,Apicum-Açu - MA,2007,7.0,10.0
2100832,Apicum-Açu - MA,2008,6.0,11.0
2100832,Apicum-Açu - MA,2009,6.0,10.0
2100832,Apicum-Açu - MA,2010,2.0,5.0
2100832,Apicum-Açu - MA,2011,2.0,6.0
2100832,Apicum-Açu - MA,2012,3.0,5.0
2100832,Apicum-Açu - MA,2013,3.0,5.0
2100832,Apicum-Açu - MA,2014,4.0,5.0
2100832,Apicum-Açu - MA,2015,6.0,8.0
2100832,Apicum-Açu - MA,2016,6.0,9.0
2100832,Apicum-Açu - MA,2017,6.0,10.0
2100832,Apicum-Açu - MA,2018,5.0,9.0
2100832,Apicum-Açu - MA,2019,6.0,10.0
2100832,Apicum-Açu - MA,2020,5.0,9.0
2100832,Apicum-Açu - MA,2021,5.0,10.0
2100832,Apicum-Açu - MA,2022,5.0,10.0
2100832,Apicum-Açu - MA,2023,5.0,12.0
2100832,Apicum-Açu - MA,2024,6.0,14.0
2100873,Araguanã - MA,1997,1169.0,409.0
2100873,Araguanã - MA,1998,1180.0,354.0
2100873,Araguanã - MA,1999,1191.0,417.0
2100873,Araguanã - MA,2000,1203.0,421.0
2100873,Araguanã - MA,2001,3067.0,1073.0
2100873,Araguanã - MA,2002,3281.0,1476.0
2100873,Araguanã - MA,2003,1066.0,618.0
2100873,Araguanã - MA,2004,1222.0,733.0
2100873,Araguanã - MA,2005,1234.0,802.0
2100873,Araguanã - MA,2006,1253.0,877.0
2100873,Araguanã - MA,2007,1334.0,1000.0
2100873,Araguanã - MA,2008,1355.0,1084.0
2100873,Araguanã - MA,2009,1003.0,1003.0
2100873,Araguanã - MA,2010,503.0,503.0
2100873,Araguanã - MA,2011,628.0,565.0
2100873,Araguanã - MA,2012,577.0,692.0
2100873,Araguanã - MA,2013,525.0,762.0
2100873,Araguanã - MA,2014,557.0,925.0
2100873,Araguanã - MA,2015,488.0,619.0
2100873,Araguanã - MA,2016,519.0,872.0
2100873,Araguanã - MA,2017,546.0,890.0
2100873,Araguanã - MA,2018,499.0,833.0
2100873,Araguanã - MA,2019,508.0,834.0
2100873,Araguanã - MA,2020,500.0,866.0
2100873,Araguanã - MA,2021,525.0,945.0
2100873,Araguanã - MA,2022,557.0,946.0
2100873,Araguanã - MA,2023,595.0,893.0
2100873,Araguanã - MA,2024,619.0,1065.0
2100907,Araioses - MA,1995,584.0,350.0
2100907,Araioses - MA,1996,1047.0,628.0
2100907,Araioses - MA,1997,1037.0,830.0
2100907,Araioses - MA,1998,1048.0,629.0
2100907,Araioses - MA,1999,985.0,690.0
2100907,Araioses - MA,2000,986.0,789.0
2100907,Araioses - MA,2001,999.0,699.0
2100907,Araioses - MA,2002,1120.0,1008.0
2100907,Araioses - MA,2003,1150.0,1150.0
2100907,Araioses - MA,2004,1200.0,1440.0
2100907,Araioses - MA,2005,1230.0,1845.0
2100907,Araioses - MA,2006,1240.0,1984.0
2100907,Araioses - MA,2007,1360.0,2720.0
2100907,Araioses - MA,2008,1480.0,3404.0
2100907,Araioses - MA,2009,1569.0,3922.0
2100907,Araioses - MA,2010,1680.0,5040.0
2100907,Araioses - MA,2011,1730.0,2249.0
2100907,Araioses - MA,2012,1225.0,1960.0
2100907,Araioses - MA,2013,980.0,1764.0
2100907,Araioses - MA,2014,985.0,985.0
2100907,Araioses - MA,2015,989.0,1484.0
2100907,Araioses - MA,2016,997.0,1745.0
2100907,Araioses - MA,2017,999.0,1998.0
2100907,Araioses - MA,2018,1040.0,1820.0
2100907,Araioses - MA,2019,1063.0,1913.0
2100907,Araioses - MA,2020,878.0,1545.0
2100907,Araioses - MA,2021,707.0,1308.0
2100907,Araioses - MA,2022,644.0,1386.0
2100907,Araioses - MA,2023,677.0,1516.0
2100907,Araioses - MA,2024,599.0,1605.0
2100956,Arame - MA,1995,1095.0,383.0
2100956,Arame - MA,1996,1927.0,674.0
2100956,Arame - MA,1997,1674.0,670.0
2100956,Arame - MA,1998,1690.0,591.0
2100956,Arame - MA,1999,1706.0,683.0
2100956,Arame - MA,2000,2807.0,1123.0
2100956,Arame - MA,2001,2635.0,922.0
2100956,Arame - MA,2002,2851.0,1426.0
2100956,Arame - MA,2003,2804.0,1823.0
2100956,Arame - MA,2004,2832.0,1699.0
2100956,Arame - MA,2005,3035.0,1972.0
2100956,Arame - MA,2006,3095.0,2167.0
2100956,Arame - MA,2007,3188.0,2550.0
2100956,Arame - MA,2008,3301.0,2971.0
2100956,Arame - MA,2009,3136.0,2980.0
2100956,Arame - MA,2010,5502.0,5502.0
2100956,Arame - MA,2011,5520.0,5520.0
2100956,Arame - MA,2012,5988.0,8383.0
2100956,Arame - MA,2013,6216.0,6216.0
2100956,Arame - MA,2014,6312.0,7575.0
2100956,Arame - MA,2015,6330.0,9496.0
2100956,Arame - MA,2016,6079.0,10334.0
2100956,Arame - MA,2017,8075.0,14132.0
2100956,Arame - MA,2018,6710.0,10737.0
2100956,Arame - MA,2019,6747.0,10457.0
2100956,Arame - MA,2020,6621.0,9932.0
2100956,Arame - MA,2021,6649.0,10970.0
2100956,Arame - MA,2022,6709.0,11673.0
2100956,Arame - MA,2023,7060.0,14120.0
2100956,Arame - MA,2024,7011.0,14303.0
2101004,Arari - MA,1995,366.0,220.0
2101004,Arari - MA,1996,238.0,143.0
2101004,Arari - MA,1997,238.0,119.0
2101004,Arari - MA,1998,248.0,149.0
2101004,Arari - MA,1999,250.0,150.0
2101004,Arari - MA,2000,235.0,188.0
2101004,Arari - MA,2001,245.0,122.0
2101004,Arari - MA,2002,247.0,148.0
2101004,Arari - MA,2003,284.0,227.0
2101004,Arari - MA,2004,319.0,255.0
2101004,Arari - MA,2005,328.0,279.0
2101004,Arari - MA,2006,344.0,275.0
2101004,Arari - MA,2007,292.0,249.0
2101004,Arari - MA,2008,310.0,294.0
2101004,Arari - MA,2009,329.0,329.0
2101004,Arari - MA,2010,358.0,537.0
2101004,Arari - MA,2011,376.0,602.0
2101004,Arari - MA,2012,439.0,768.0
2101004,Arari - MA,2013,479.0,814.0
2101004,Arari - MA,2014,469.0,751.0
2101004,Arari - MA,2015,479.0,861.0
2101004,Arari - MA,2016,469.0,797.0
2101004,Arari - MA,2017,486.0,875.0
2101004,Arari - MA,2018,414.0,724.0
2101004,Arari - MA,2019,382.0,650.0
2101004,Arari - MA,2020,361.0,633.0
2101004,Arari - MA,2021,358.0,679.0
2101004,Arari - MA,2022,345.0,777.0
2101004,Arari - MA,2023,335.0,1004.0
2101004,Arari - MA,2024,315.0,1261.0
2101103,Axixá - MA,1995,8.0,5.0
2101103,Axixá - MA,1996,3.0,2.0
2101103,Axixá - MA,1997,26.0,13.0
2101103,Axixá - MA,1998,27.0,16.0
2101103,Axixá - MA,1999,28.0,20.0
2101103,Axixá - MA,2000,29.0,26.0
2101103,Axixá - MA,2001,30.0,28.0
2101103,Axixá - MA,2002,31.0,31.0
2101103,Axixá - MA,2003,126.0,126.0
2101103,Axixá - MA,2004,141.0,141.0
2101103,Axixá - MA,2005,146.0,117.0
2101103,Axixá - MA,2006,152.0,152.0
2101103,Axixá - MA,2007,194.0,233.0
2101103,Axixá - MA,2008,190.0,247.0
2101103,Axixá - MA,2009,196.0,274.0
2101103,Axixá - MA,2010,195.0,293.0
2101103,Axixá - MA,2011,195.0,371.0
2101103,Axixá - MA,2012,196.0,371.0
2101103,Axixá - MA,2013,197.0,354.0
2101103,Axixá - MA,2014,64.0,115.0
2101103,Axixá - MA,2015,49.0,78.0
2101103,Axixá - MA,2016,46.0,78.0
2101103,Axixá - MA,2017,9.0,17.0
2101103,Axixá - MA,2018,9.0,16.0
2101103,Axixá - MA,2019,10.0,16.0
2101103,Axixá - MA,2020,10.0,18.0
2101103,Axixá - MA,2021,12.0,23.0
2101103,Axixá - MA,2022,14.0,28.0
2101103,Axixá - MA,2023,16.0,37.0
2101103,Axixá - MA,2024,18.0,46.0
2100055,Açailândia - MA,1995,16199.0,4374.0
2100055,Açailândia - MA,1996,14708.0,4412.0
2100055,Açailândia - MA,1997,8737.0,2621.0
2100055,Açailândia - MA,1998,8781.0,2634.0
2100055,Açailândia - MA,1999,8850.0,3098.0
2100055,Açailândia - MA,2000,8738.0,3058.0
2100055,Açailândia - MA,2001,8848.0,1770.0
2100055,Açailândia - MA,2002,23877.0,5253.0
2100055,Açailândia - MA,2003,28137.0,8441.0
2100055,Açailândia - MA,2004,36601.0,12810.0
2100055,Açailândia - MA,2005,42997.0,16339.0
2100055,Açailândia - MA,2006,51853.0,21778.0
2100055,Açailândia - MA,2007,49355.0,17274.0
2100055,Açailândia - MA,2008,58988.0,23595.0
2100055,Açailândia - MA,2009,56582.0,24330.0
2100055,Açailândia - MA,2010,55515.0,24982.0
2100055,Açailândia - MA,2011,57571.0,28210.0
2100055,Açailândia - MA,2012,56040.0,30822.0
2100055,Açailândia - MA,2013,55597.0,33358.0
2100055,Açailândia - MA,2014,56243.0,42182.0
2100055,Açailândia - MA,2015,58048.0,43536.0
2100055,Açailândia - MA,2016,47451.0,40333.0
2100055,Açailândia - MA,2017,39147.0,34449.0
2100055,Açailândia - MA,2018,39637.0,37655.0
2100055,Açailândia - MA,2019,39864.0,39067.0
2100055,Açailândia - MA,2020,41978.0,48274.0
2100055,Açailândia - MA,2021,42995.0,53743.0
2100055,Açailândia - MA,2022,31311.0,56359.0
2100055,Açailândia - MA,2023,32867.0,62446.0
2100055,Açailândia - MA,2024,35440.0,69109.0
